"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000037637",1.97431688585289,1.33246855659087,0.591963849269414,2.25092893465601,0.0243900387752526,0.120895525246446
"ENSG00000142599",9.30698794700709,0.882365515431751,0.393961046961228,2.23972781633558,0.0251085985675889,0.123314654454767
"ENSG00000011021",0.775151967012007,1.24196282591995,1.00632219195313,1.23416022805725,0.217143204367117,NA
"ENSG00000272482",0.153859325177379,-0.279432911509595,1.86324127781461,-0.14997140458231,0.880787175910371,NA
"ENSG00000157916",0.838014615985064,1.25332543598528,0.845160359959749,1.48294394219455,0.138089305227292,0.320713532525139
"ENSG00000157881",1.61039857199091,-0.395337836611664,0.578693701056203,-0.683155589718901,0.494508531771337,0.676293883477216
"ENSG00000116213",0.52027273202335,-0.300179912879646,1.203575610462,-0.249406776167906,0.803046144111451,NA
"ENSG00000238290",0.249406892035598,0.0741130125098895,1.57908640263771,0.0469341084731594,0.962565743407649,NA
"ENSG00000048707",9.47419411849852,1.0978029902522,0.386009322718647,2.84398050938362,0.00445537732352507,0.0462295122509069
"ENSG00000130762",0.136280096680123,0.00442053747816455,2.4512247493989,0.00180339949621044,0.99856109616496,NA
"ENSG00000180758",1.51711126958994,1.44451520923157,0.762668640478923,1.89402727811711,0.0582213892339965,0.197705232560725
"ENSG00000184677",2.58800371361857,0.736897884427867,0.611595831178366,1.20487721933631,0.228250704144681,0.433372073661151
"ENSG00000132879",0.236919719811865,0.354166705433715,1.83742199612767,0.1927519678006,0.847153222101669,NA
"ENSG00000131697",0.765014560792858,1.4231431153386,0.976493990856092,1.45740079167402,0.145005778687851,NA
"ENSG00000188807",0.261129790065456,0.462773576659244,1.65405260593934,0.279781655672573,0.779645026523572,NA
"ENSG00000198793",6.34067052480697,1.95373053342142,0.501131159412582,3.89864109769497,9.67340278321329e-05,0.00428255360359685
"ENSG00000116288",2.74692402255872,1.47289864009078,0.496524155105726,2.96641890418635,0.00301289806428855,0.0369050241155344
"ENSG00000169504",10.9759922371553,-0.125457931969566,0.450511363623626,-0.278478951031251,0.780644720885882,0.875470925220271
"ENSG00000225159",0.283463984458839,-1.70055090151329,2.48341555718355,-0.684762925235877,0.493493534111653,NA
"ENSG00000241547",0.394137779416209,-0.0228384694228968,1.47697188832432,-0.0154630359612381,0.987662773995074,NA
"ENSG00000055070",2.11884941362427,0.61311775474446,0.659105334009191,0.930227268857014,0.352253425954205,0.557735414494057
"ENSG00000175087",0.937063677703693,1.0290164884972,1.02442992600799,1.00447718518638,0.315148662708481,0.52385787899173
"ENSG00000171735",1.73861886247589,-0.588431137104846,0.78888397103026,-0.745903274389478,0.455725847110968,0.644392882219113
"ENSG00000157191",1.4010605279064,-0.0367139507667505,0.77233883470384,-0.0475360672247288,0.962085985326377,0.981040104732333
"ENSG00000116663",0.304531278902845,-0.239448273923566,1.46515644999498,-0.163428467945786,0.870181090014761,NA
"ENSG00000162511",2.84860321235026,0.873819250383567,0.643657839669816,1.35758348073849,0.174595887623987,0.371046207682195
"ENSG00000204138",2.24091816045536,0.987671445164205,0.594908932733518,1.66020611024616,0.0968729958638855,0.263033949341864
"ENSG00000142675",0.323232090757118,0.666766765170263,1.51787644435571,0.439276047566101,0.660461527654177,NA
"ENSG00000116237",2.56945720269708,1.03295181373338,0.525526138229922,1.96555744536812,0.0493497538139946,0.179466108922702
"ENSG00000158195",21.2944005597425,0.554100708877278,0.323338321899736,1.71368709289305,0.086586208632565,0.247081639550938
"ENSG00000130772",0.331573379991672,0.761597060982672,1.34267810741566,0.567222372046096,0.570563110157158,NA
"ENSG00000271398",0.272812413217338,0.737107902257826,1.76748036893218,0.417038805756664,0.676650023741613,NA
"ENSG00000090020",2.17651231955237,0.710273096019155,0.550668606845698,1.28983763953368,0.197107036286666,0.398197330803375
"ENSG00000157978",0.400180153037376,0.571728839466355,1.32209448663254,0.432441739411975,0.665420387415123,NA
"ENSG00000130770",2.12578907699468,1.33691896550049,0.641022274184253,2.08560454034427,0.0370144597397145,0.152604626252828
"ENSG00000162512",4.757080533737,1.73563635742698,0.514240038441107,3.37514823367016,0.000737759410046408,0.0162920409387208
"ENSG00000158006",0.630290079953174,1.55605096029578,1.0048145432066,1.54859518188307,0.121479064897499,NA
"ENSG00000214812",0.163798806561606,-0.627828317795033,2.35817209058675,-0.266235157434511,0.790058108077031,NA
"ENSG00000142784",0.913706565084003,0.717890326732641,0.695289917837612,1.03250501454892,0.301835599750865,0.509145352524274
"ENSG00000126698",1.31001714609766,0.6973622786965,0.918775909362235,0.759012368076316,0.447845158251851,0.638297782656363
"ENSG00000130766",0.472370795643789,0.246333412871723,1.04864590378144,0.23490618900378,0.814281545837567,NA
"ENSG00000168528",0.5277177024997,1.54629925420374,1.05547871660956,1.46502172888034,0.142914989543323,NA
"ENSG00000169403",2.95718633152086,-0.246291326316051,0.654228546217501,-0.376460684481002,0.706574438577924,0.831331080829406
"ENSG00000117676",0.528677035945356,0.313220652366719,0.999409103037898,0.31340584292721,0.753972345662381,NA
"ENSG00000060688",1.69233693330363,0.423437272808733,0.930755859530117,0.454939142711926,0.649153021659051,0.79305856010042
"ENSG00000171612",0.258811970450829,0.600058762166864,1.57599047237424,0.380750247343102,0.703388580159099,NA
"ENSG00000188910",0.3267739840598,1.55524315180775,2.05371932972408,0.757281255183343,0.448881378579489,NA
"ENSG00000230523",0,0,0,0,1,NA
"ENSG00000116138",1.15986745134928,0.622209820148301,0.871651041104813,0.713829033416461,0.475332904286963,0.660367203167912
"ENSG00000142765",0.198990890321885,0.371105613548784,2.04948133713186,0.181072941151115,0.856310323330854,NA
"ENSG00000158161",2.04977657358964,0.0369995972937518,0.725083728930736,0.0510280341669151,0.959303181607469,0.980348070162151
"ENSG00000121769",0.543364471318997,1.52666700701475,1.40532441810126,1.08634489470939,0.277326431547544,NA
"ENSG00000142627",2.8120458576611,-0.151023618361526,0.735607751247905,-0.205304550020477,0.837334189374809,0.910597257997145
"ENSG00000142632",0.419117607705598,0.990124193998387,1.28681498399368,0.769437880592203,0.441633408176675,NA
"ENSG00000162490",4.15106820240122,1.99747488237452,0.665929970280798,2.99952693453976,0.00270399214875154,0.0348666876402606
"ENSG00000158292",1.49146094942646,0.509803305210567,1.0423819978019,0.489075316233014,0.62478837611165,0.777285900268969
"ENSG00000270605",0.239391412262177,-0.00760077708454179,2.34147675577397,-0.00324614671736485,0.997409954200869,NA
"ENSG00000142733",1.88918965262201,-0.893790722336014,0.68352119719516,-1.30762692657331,0.190999879331803,0.390956820375995
"ENSG00000189337",0.330442445387799,0.826736781192723,1.35332755602129,0.610891855053396,0.541271177347059,NA
"ENSG00000028137",3.70099279384551,0.801809738669993,0.677880927946597,1.18281796347154,0.236881299717605,0.443866586233985
"ENSG00000204464",0.146950772364577,0.479299228252029,2.93305375619054,0.163413039137252,0.870193237132541,NA
"ENSG00000142687",4.75019943630356,0.374405192015403,0.493707998806525,0.758353506365055,0.448239383485986,0.638565974298072
"ENSG00000284543",0.264176074949327,0.36368364433794,1.94748026600034,0.186745740476672,0.851859991183957,NA
"ENSG00000130939",10.7421473967585,0.366899903794466,0.363324907350589,1.00983966794335,0.31257211170243,0.521814135840813
"ENSG00000175147",0.193688098675865,-0.448378128341756,1.77417029211417,-0.252725530539377,0.800480317650067,NA
"ENSG00000127472",0.176635882455412,0.190765259903326,2.75363542866745,0.0692776022262475,0.94476865373027,NA
"ENSG00000060656",1.0429825813467,0.805045591662261,1.07005615798966,0.752339571761096,0.451846876278275,0.641738528683031
"ENSG00000163867",1.05553272635184,0.778190321626041,0.994764375282539,0.782286077951891,0.434046466854428,0.62606565611177
"ENSG00000189280",0.20411239609558,0.0945873080968973,2.65119755288557,0.0356772010422038,0.971539749908815,NA
"ENSG00000134698",4.71978368045778,0.520806492541795,0.447861013419393,1.16287526026315,0.244880116317411,0.451428080197866
"ENSG00000132881",0.252802692394471,-0.0992379541662572,1.56199180752429,-0.0635329543267876,0.949342118482555,NA
"ENSG00000116251",0.79948155051752,0.819428569924388,1.00646586200905,0.814164295934185,0.41555083637752,NA
"ENSG00000158286",0.595267811227619,0.809004838430703,1.4168157020755,0.57100216862757,0.567998172814501,NA
"ENSG00000009709",0.166340714044322,0.952455484778501,2.81986218812389,0.337766678382318,0.735539022399214,NA
"ENSG00000179002",0.230147060858545,0.852226742859294,2.35043976930132,0.362581825746006,0.716917288646327,NA
"ENSG00000130940",2.04346415290963,-0.163579904527765,0.648032392992717,-0.252425505725611,0.800712187594805,0.888225892861102
"ENSG00000162585",1.48227993252239,-0.74249381553355,0.73719116189895,-1.00719305101399,0.31384201178554,0.522807594260915
"ENSG00000163879",0.424897587208916,-1.69813953372772,1.32245563369088,-1.2840805320541,0.199113779034827,NA
"ENSG00000169991",4.71486402700422,1.10980951043138,0.447027579108135,2.48264215072716,0.0130412023198017,0.0849048024980368
"ENSG00000116954",2.73924317996016,-0.205267867947076,0.536058617378389,-0.382920563708024,0.701778663700688,0.827587870523956
"ENSG00000228589",0.940176163710072,1.70651511610918,0.910247417105277,1.87478160777007,0.060822774458906,0.203113984965678
"ENSG00000196449",0.385387604959801,1.13458153019498,1.18836689175043,0.954740104315578,0.339709143546187,NA
"ENSG00000179051",2.82719572325782,1.62515470464917,0.752187485752352,2.16057131424309,0.0307284692918475,0.136886717300578
"ENSG00000215895",0.145737528976799,0.190766030555918,2.63940833212827,0.0722760583248197,0.942382217545163,NA
"ENSG00000126067",21.0889411664607,0.665486685142006,0.434447270770157,1.53180081891706,0.125571593934869,0.303625255868004
"ENSG00000132906",1.37897637139729,1.2086830092255,0.793396437527874,1.52342883337315,0.127651452910763,0.306264660054545
"ENSG00000197312",4.69572498299118,0.367976933284625,0.466559145607479,0.7887037190226,0.430285193763771,0.624373567414044
"ENSG00000173660",0.41156667631844,-0.126957713466195,1.19413411934041,-0.106317800831552,0.915330208614597,NA
"ENSG00000092847",8.88518806334894,0.252269446151209,0.449714409066662,0.560954777221326,0.574828366367532,0.739808970213217
"ENSG00000054118",2.71755974811702,-0.222875952540094,0.662139894346145,-0.336599492710194,0.736418838669725,0.849254392941217
"ENSG00000228526",0.391410201872446,-0.11775224032269,1.06602897147454,-0.110458761885068,0.912045552933566,NA
"ENSG00000197982",0.306886650064921,1.07844003100239,1.5298671769572,0.704923961534576,0.480857557547127,NA
"ENSG00000183317",0.0831583299891597,0.479299228252029,2.93305375619054,0.163413039137252,0.870193237132541,NA
"ENSG00000183386",0.201435749723867,0.847011008813343,2.22904159092806,0.379988876053537,0.703953672560893,NA
"ENSG00000158315",0.147847830393285,0.841888463459173,2.20061584632598,0.382569481567963,0.702039002011377,NA
"ENSG00000204084",4.05679334098691,0.0758076378168483,0.500059188916744,0.151597329870224,0.879504539521271,0.935769478591125
"ENSG00000146463",2.52193792467484,1.28898554496858,0.58282487467405,2.21161724727253,0.0269931226845421,0.128169081510821
"ENSG00000183520",2.59236116253153,0.834390174829775,0.618485358945436,1.3490863813696,0.177309222026987,0.374716777698319
"ENSG00000142686",0.46745255420217,-0.737231117106981,1.26214996711206,-0.584107385268842,0.559148066375508,NA
"ENSG00000117000",2.49532518939974,0.575701957683147,0.745535941017355,0.772198798219636,0.439996693215657,0.631078256221222
"ENSG00000178585",0.744496822415156,1.71704762934779,0.934226233145234,1.83793557537669,0.0660718991365173,NA
"ENSG00000092853",0.317129328020074,1.62935521030483,1.51378158152976,1.07634762516946,0.281771816617718,NA
"ENSG00000134697",2.36785826785552,1.51984013724555,0.614267477985885,2.47423181547708,0.0133523026544838,0.0862657107565919
"ENSG00000116151",0.213055927145101,0.184757805386801,2.18576897001819,0.0845276000899871,0.932636959662572,NA
"ENSG00000286518",0.830579809853918,-3.13827863640804,2.91778162482994,-1.07557008711745,0.282119571373169,0.488328079674061
"ENSG00000006555",0.267528560220471,0.789719676388535,1.46534811395021,0.538929738858876,0.589935336233343,NA
"ENSG00000066056",0.692033906756707,1.60276062812292,1.08174076348058,1.48164946929237,0.138433588861245,NA
"ENSG00000214114",0.208948873667433,0.853877273895579,2.03600452618567,0.419388691387276,0.674932087438111,NA
"ENSG00000173436",0.456542561751761,-1.75761215709824,1.32913593661904,-1.32237200776402,0.186044305337272,NA
"ENSG00000116544",0.247133501550695,-0.104914755302376,1.96892605422143,-0.0532852694378419,0.957504616813047,NA
"ENSG00000117016",2.76838988334202,0.306827184438029,0.628834458909848,0.487929979171223,0.625599438871689,0.777878558671939
"ENSG00000121310",1.03315500898027,-0.337508969975547,0.793121910943142,-0.425544881964235,0.670439510656581,0.807374257095076
"ENSG00000169213",0.935456380842502,3.08173267773275,1.18155584336181,2.60819892267173,0.00910200430003834,0.0684085157457207
"ENSG00000163866",0.710359299111499,1.34549578813207,1.09144404648095,1.23276662002989,0.2176628484112,NA
"ENSG00000049249",0.327800214675698,1.31820259596631,1.26343340504588,1.04334948775432,0.296786458876343,NA
"ENSG00000229716",0.25117528778842,0.676856080315721,1.68764692447093,0.401064980181155,0.688372283176651,NA
"ENSG00000260971",0.196385458727932,0.563462410495871,2.22814973662915,0.252883547830274,0.800358203282833,NA
"ENSG00000117419",1.28994054484786,-0.8189941757615,0.93976071791489,-0.871492242811188,0.383485439563514,0.586392126911512
"ENSG00000162384",0.581692697313187,1.03724186050141,1.28893849278318,0.804725645412068,0.420978017147796,NA
"ENSG00000174348",0.905055414412172,0.329539727683406,1.02816663658861,0.320511983132227,0.748580247889889,0.855191762672929
"ENSG00000117859",1.98479868070322,0.36745300388253,0.570063481341077,0.644582605112847,0.519197710428491,0.695229888211678
"ENSG00000253313",0.313013075264462,0.836669739823032,1.77758324690564,0.470678231964372,0.637870531557824,NA
"ENSG00000162396",0.379773450690954,0.661992922670502,1.45236863602315,0.455802271028902,0.648532170887526,NA
"ENSG00000284686",0.134524190465244,-0.0797390095213516,2.93305375619054,-0.0271863443869903,0.978311107282273,NA
"ENSG00000162378",3.69808813250688,0.390291238811318,0.523111942678618,0.746095064878111,0.45560999032353,0.644327058113456
"ENSG00000162599",8.19710534196186,0.32854092633694,0.406245528269937,0.808725028275599,0.418673328489097,0.615568349159449
"ENSG00000117862",0.250679806842928,-0.589097650059173,1.68404449023408,-0.349811215484745,0.726480381462712,NA
"ENSG00000183431",2.35673001293626,0.577851637005094,0.612264024683809,0.943794855991275,0.345274489775905,0.551928633329881
"ENSG00000224609",0.349396111644494,0.415876683752937,1.6147040587613,0.257555978444727,0.796749607764043,NA
"ENSG00000169174",0.25387290091568,0.0825702068652035,1.55739885669963,0.0530180220115112,0.957717548419,NA
"ENSG00000238063",0.194450077669543,1.02981244767573,2.27287663688372,0.453087699949998,0.650485591976929,NA
"ENSG00000162407",3.72126496209141,-0.518047004766569,0.472407739268954,-1.09660990221761,0.272811956942462,0.479084572066481
"ENSG00000163877",1.44748931900582,0.26351551065199,0.647969507690057,0.406678875355409,0.684243857728196,0.816246144992325
"ENSG00000228929",1.48533789965285,0.314718477646815,0.960633925416153,0.327615410324466,0.743202468712461,0.852925978474231
"ENSG00000157184",1.2652345169622,0.193889002295722,0.830413877797313,0.2334847808782,0.815384986113889,0.897116121984755
"ENSG00000198815",2.77428529088591,1.54429743721919,0.484991706605868,3.18417287591718,0.00145168286729539,0.0239767809511631
"ENSG00000134744",4.09853351236421,0.967372527017867,0.550042331128158,1.75872377864763,0.078624436521701,0.234425186819081
"ENSG00000184292",2.64481862125136,1.23839475885196,0.586744502682458,2.11062013055139,0.0348049759662978,0.147350574480269
"ENSG00000162385",0.85519530587691,1.55431843723347,0.997267985366686,1.55857649101406,0.119096650807831,0.294638305708412
"ENSG00000123080",0.508244607589307,1.35844651525293,1.19455348243913,1.13720024697358,0.25545458375458,NA
"ENSG00000077549",6.76103026278783,0.40065473800687,0.462475000401617,0.866327342362155,0.386310676096131,0.588265549053731
"ENSG00000162415",0.679050833492416,2.21357459360975,1.22322463897067,1.80962230737312,0.0703543781717185,NA
"ENSG00000162600",0.720470606563538,0.131721143941038,0.939052286320953,0.140270297894805,0.888446431123763,NA
"ENSG00000116704",4.39849646799604,0.893351700211517,0.559919362141937,1.59550063922429,0.110600327169814,0.283456324622847
"ENSG00000157193",1.41669272810369,0.825289067742135,0.905608076650456,0.911309305891579,0.362132424555657,0.56688754859302
"ENSG00000116205",2.8106063928051,-1.35181585927853,0.62354983529106,-2.16793555666249,0.030163590055781,0.135629472698376
"ENSG00000116212",0.846709518150973,1.28359657370546,0.869354906878195,1.4764931601005,0.139811550090586,0.323823612653756
"ENSG00000132854",0.332583469860701,0.147009137888313,1.526217192084,0.0963225539921855,0.923264398874623,NA
"ENSG00000162616",6.69143727094773,-0.0264756703459304,0.375624565456732,-0.0704843952730778,0.943808120425913,0.97225308538501
"ENSG00000162607",3.15674525803373,1.18113040127525,0.64350739205123,1.83545739468556,0.0664379463205811,0.214024111899668
"ENSG00000154027",0.0813921240925561,0.298963899560705,2.93305375619054,0.101929226128129,0.91881285167626,NA
"ENSG00000132122",0.964693767392056,0.0102044212025482,0.944768447250426,0.0108009758711209,0.991382235670769,0.995128551612086
"ENSG00000137960",0.305087568523041,-0.627669971298385,1.88515564153554,-0.332953925643572,0.739169062662697,NA
"ENSG00000172380",3.21911539989525,0.481432155840529,0.503617032986045,0.955948914170004,0.3390980447515,0.546945614513306
"ENSG00000286429",0.0394402222243328,0.118628570869381,2.93305375619054,0.0404454131190067,0.967738025415494,NA
"ENSG00000116675",0.4562989913037,-0.0664661914171024,1.6224172207206,-0.0409673853113943,0.967321896774453,NA
"ENSG00000162433",0.543737731134996,2.06564871932932,1.45532249468418,1.41937524285817,0.155789646204653,NA
"ENSG00000213625",5.11812396369723,0.560571164910201,0.714834941806451,0.784196647541583,0.43292473197705,0.625546542412582
"ENSG00000158966",1.64996831606731,0.293517846449959,0.829448174676791,0.35387123079068,0.723435388268929,0.842407164921873
"ENSG00000213703",0.0551358551962325,-0.067717508388413,2.93305375619054,-0.0230877147224075,0.981580305306876,NA
"ENSG00000203965",0.282367280832373,-0.50582825525092,1.55547659282971,-0.325191814253354,0.745035903584199,NA
"ENSG00000153898",0.670685133824855,-0.491457623650839,1.11697101440559,-0.439991385015818,0.65994334690558,NA
"ENSG00000117069",0.444272349744391,0.506780796007386,1.18565096295356,0.42742831730592,0.669067385790603,NA
"ENSG00000125703",1.20048563992292,-0.102789811240898,0.925409710166907,-0.11107492185527,0.911556935124756,0.953638248125299
"ENSG00000226891",0.198349135830106,-0.285244305817784,1.89930860431637,-0.150183232556067,0.880620054334718,NA
"ENSG00000162618",0.962740036695948,1.36775352259907,1.14361043850094,1.19599601101223,0.23169811572748,0.437557867543852
"ENSG00000230863",0.361459111975324,0.264271928883286,1.42316558012707,0.185693030082761,0.852685494448385,NA
"ENSG00000271576",0.197507820261399,0.0859929182137744,2.48292961863921,0.0346336511386511,0.972371867859697,NA
"ENSG00000188786",3.65166333247291,0.239223657937362,0.448672554351504,0.53318094814854,0.593908328466092,0.753236661169907
"ENSG00000162434",18.5574728489983,0.264993640270534,0.406630270132733,0.651682030912344,0.514606316867234,0.69166752595837
"ENSG00000137941",2.28223079216443,-1.00575471004373,0.624946460014678,-1.60934539899643,0.107540837255758,0.27971775946147
"ENSG00000273338",5.98748793660128,2.03449677483393,0.561224578678005,3.62510277013579,0.000288846563507234,0.00894484210679461
"ENSG00000116717",2.4321128822706,1.59165683918728,0.580648059739282,2.74117309528591,0.00612202465274886,0.0545176850542205
"ENSG00000066135",0.891463327850813,1.08577991395243,0.955702094253389,1.13610707822155,0.255911753043352,0.462791590749668
"ENSG00000232453",0.488356037704449,-0.969888469259581,1.3223256587577,-0.733471715409932,0.4632707728861,NA
"ENSG00000117174",1.43666284774444,0.916930030429564,0.839242455886073,1.09256868977329,0.27458321608856,0.480586133430521
"ENSG00000237413",0.565279609826239,-0.185549064768991,1.37214823958939,-0.13522523253356,0.89243379764363,NA
"ENSG00000143013",1.14515699198929,1.4758100649898,0.70078735854701,2.10593134563628,0.0352103163861667,0.148390893672798
"ENSG00000134748",1.58582064923557,-0.0221905399435812,0.597562694149991,-0.0371350824956474,0.970377299523856,0.984998117007674
"ENSG00000142892",2.3292820749315,1.37302159965109,0.661664772119993,2.07510155822848,0.0379771233585462,0.155100639804832
"ENSG00000237505",0.252012643784536,1.09416653357441,2.31926814052095,0.471772329580072,0.637089303446479,NA
"ENSG00000162402",14.5586891982926,0.380934031195779,0.431894158764733,0.882007833320307,0.377772571226302,0.580424986727967
"ENSG00000219201",0.42950273781468,1.4546043895699,1.49116598896773,0.975481200839928,0.329321622317917,NA
"ENSG00000116641",6.22256586301447,1.228373450314,0.485186706714966,2.53175413364249,0.0113493540884655,0.0777442178627937
"ENSG00000172260",0.973658403278349,-0.0862168232335943,0.997876720199979,-0.0864002751926271,0.931148228177905,0.965015347679281
"ENSG00000137944",1.07652553887689,0.808895013752024,1.03408431454141,0.782233133582292,0.434077575486336,0.62606565611177
"ENSG00000067334",5.70899220504377,0.651390213176633,0.384753328245521,1.69300735135152,0.0904540679219035,0.253604182590451
"ENSG00000213559",0.214871266243965,1.02458820572254,2.63022277742028,0.389544267701709,0.696873570560474,NA
"ENSG00000142949",10.4919129021086,1.00385121331525,0.510841405355625,1.96509367249982,0.0494033968320111,0.179517217892875
"ENSG00000116133",6.11409979506901,0.257008807186864,0.429772347288913,0.598011502620224,0.549832258006373,0.717948104309726
"ENSG00000171502",0.16784161574249,0.178747826625686,1.97827723950717,0.0903552965459057,0.928004879516204,NA
"ENSG00000143036",0.301969893503371,1.16828382696317,1.2006156281262,0.973070647753028,0.330518191042271,NA
"ENSG00000065243",4.75350119982867,0.554959558725679,0.469203683828467,1.18276897188335,0.236900720758635,0.443866586233985
"ENSG00000225492",0.189812467494851,-0.00759916709286011,1.92378240041921,-0.00395011779461345,0.996848270194627,NA
"ENSG00000117528",3.57873693388657,1.12230759057466,0.496461605644009,2.26061306214969,0.0237832281799984,0.119262498591934
"ENSG00000172339",0.947630387723794,0.99250221576939,1.0659178709132,0.931124472956893,0.351789180584351,0.557518635640685
"ENSG00000036549",5.61033559660346,0.935986038372157,0.489264191229001,1.91304831858023,0.0557418670368497,0.192579761368113
"ENSG00000058799",0.554353151036752,1.26901523863366,1.03233378993687,1.22926833452895,0.218971215532049,NA
"ENSG00000272145",0.193781976286566,-0.294337830447946,1.92338560690279,-0.153031107954435,0.878373743610892,NA
"ENSG00000283761",0.232615350366291,0.446564587330555,2.1659404722542,0.206175835878718,0.836653562517828,NA
"ENSG00000179178",0.763507328406995,0.144183426047747,0.904377046652985,0.159428444785675,0.873331329811605,NA
"ENSG00000142700",0.226380741531314,0.0945889799819258,2.34862985923865,0.0402741111417992,0.967874593344408,NA
"ENSG00000233514",0.400479439004816,1.50101632802408,1.59652910653514,0.940174733977547,0.347127939539237,NA
"ENSG00000127124",1.4890667918753,1.33835060599634,0.776914261884222,1.72264903819694,0.0849520113214877,0.244368455834118
"ENSG00000266993",0.182472616273792,0.178747256815042,2.10084616255734,0.0850834582754287,0.932195040999367,NA
"ENSG00000097033",12.5232105470397,1.04281816164522,0.486714740258829,2.14256539896586,0.03214801203353,0.139938072901231
"ENSG00000162604",1.65045241010124,1.51462029115572,0.69768315316503,2.17092857163694,0.0299365721711449,0.135113861062438
"ENSG00000116171",2.28352667100137,1.05245917777204,0.616867579639019,1.7061346916431,0.0879830047811048,0.249535691107362
"ENSG00000137936",1.85361464405248,0.060822632203113,0.948535621710156,0.0641226653074485,0.948872554676356,0.974896437011421
"ENSG00000178028",0.593960689806216,-1.20790408805432,1.25293000883973,-0.964063498784654,0.335014091365799,NA
"ENSG00000168710",13.078200359956,1.19366443115438,0.47709632334568,2.50193592518951,0.0123516277039406,0.0817317315042958
"ENSG00000117519",5.84929267988252,0.323081468637388,0.411967169557693,0.784240814587879,0.432898820445832,0.625546542412582
"ENSG00000134215",2.0930582921664,-0.0022254315064613,0.735051553797907,-0.00302758560942129,0.997584339876168,0.99844349314552
"ENSG00000228502",0.205558657693571,-0.950713362986492,2.41597911188085,-0.393510588858674,0.693942404744885,NA
